Timestamp,LaneState,Deviation(px),EMA_Deviation(px),BlinkerLeft,BlinkerRight,Violation
2025-10-27 16:59:42,right_drift,72,85.23,0,0,
2025-10-27 16:59:42,right_drift,103,89.67,0,0,
2025-10-27 16:59:42,right_drift,121,97.51,0,0,
2025-10-27 16:59:42,right_drift,91,95.88,0,0,
2025-10-27 16:59:42,right_drift,67,88.66,0,0,
2025-10-27 16:59:42,centered,27,73.24,0,0,
2025-10-27 16:59:43,right_drift,54,68.43,0,0,
2025-10-27 16:59:43,right_drift,88,73.32,0,0,
2025-10-27 16:59:43,right_drift,127,86.74,0,0,unsignaled_right_deviation
2025-10-27 16:59:43,right_drift,114,93.56,0,0,
2025-10-27 16:59:43,right_drift,132,103.17,0,0,
2025-10-27 16:59:43,right_drift,109,104.63,0,0,
2025-10-27 16:59:43,right_drift,89,100.72,0,0,
2025-10-27 16:59:43,right_drift,97,99.79,0,0,
2025-10-27 16:59:44,right_drift,90,97.34,0,0,
2025-10-27 16:59:44,right_drift,86,94.51,0,0,
2025-10-27 16:59:44,right_drift,99,95.63,0,0,
2025-10-27 16:59:44,right_drift,93,94.97,0,0,
2025-10-27 16:59:44,right_drift,61,86.48,0,0,
2025-10-27 16:59:44,right_drift,76,83.86,0,0,
